response id,concerns,concerns category,anything else,anything else category
255,"I am very concerned about the date for exam 3. In the syllabus it says ""Students should take Exam 3 under supervision of their facilitator any time on Wednesday Apr 5, 2023."" The entire week of April 5th is spring break for my school, it doesn't line up with GA Tech's spring break. I only know a few counties, but that week is Spring Break for at least Dekalb, Forsyth, Fulton, and Cobb, but I assume there are others with this same issue. I'm just worried, especially since my family had planned a vacation out of state that week.

Is there a plan for schools that are out the week of April 5th? 

 ",AC,NA,NC
83,"My concerns are just having it be self-guided and not having much guidance. In addition, exams are worth more this semester.",AC,NA,NC
79,The distance learning was a bit of a struggle for me last semester and the removal of the weekly quizzes is a little frustrating since those helped me learn more specifics.,AC,NA,NC
584,Writing my Zs and having them look like 2s.,TC,NA,NC
56,"There's always debates concerning whether linear algebra or multivariable calculus is more difficult which sort of scares me. Linear Algebra has definently challenged me and required me to think harder about math and if some people say multivariable is harder, I have no idea what this semester is going to look like. ",AC,There are no questions yet. ,NC
204,Keeping myself accountable and managing my time wisely,PC,N/A,NC
540,Keeping up the motivation to balance learning and completing assignments alongside other commiPCents.,PC,N/A,NC
521,The only thing that really concerns me would be time management while taking the course my senior year. I can solve this by planning out my weeks.,PC,N/A,NC
421,I feel like there might be a point in time where i lose time management and start to stress out,PC,NA,NC
171,I'm worried I will fall behind,PC,NA,NC
308,I’m a little worried about how much of calculus i remember but i’ll review,AC,na,NC
593,Im concerned I won't time manage.,PC,NA,NC
534,Keeping up with the pace of information and watching all lectures,AC,NA,NC
390,My concerns are my ability to manage my time to prepare for exams adequately. ,PC,NA,NC
560,I am worried that I will get behind and do poorly on exams due to senioritis.,PC,"Math is one of my favorite subjects, but I am not particularly fond of proofs.",NC
181,I am concerned whether I will be able to keep up with this course and distance CS. I hope I can stay ahead and turn in assignments before they are due.,PC,N/A,NC
384,"After last semester, I'm most concerned about getting behind on learning material.  However, this is definitely a personal issue of procrastination, and I'm feeling a lot better after reorganizing how I study so I don't get overwheACed.",PC,N/A,NC
42,"I have no major concerns, but the exams are a lot sooner than last year, so the time crunch will be a bit worse.",PC,N/A,NC
52,"I'm worried about balancing time between my internship, other classes, robotics, and this class.",PC,N/A,NC
51,"The only thing I am worried about with this class is the workload. I am a participant in my high school's theatre program, so a lot of my time will be spent rehearsing for our production in May. I plan to combat the stress of a heavy workload by staying ahead and attending office hours when I am struggling, so I can get clarity before it is too late.",PC,"N/A. I think that last semester gave me a good idea of how the course would function, so I am prepared for this upcoming semester.",NC
280,I am concerned that I will become complacent closer to the end of the course and not be as focused on studying or completing assignments.,PC,NA,NC
545,I am concerned that I will fall behind and in turn not learn some of the material well enough to perform well on the exams.,AC,NA,NC
250,I am concerned that the work load will become quite a bit when there is a lot of content packed into a week. ,AC,NA,NC
418,I am concerned with how fast it is going and that I may not be able to keep up with the topics and material.,AC,NA,NC
199,I am concerned with pacing for this course since many people who have taken this course in years prior have warned me about certain weeks/modules taking significantly longer than others. ,AC,NA,NC
377,I am mostly concerned about the amount of material to be consumed in a short amount of time. ,AC,NA,NC
567,I am worried about the difficulty level of this course and my time management.,PC,NA,NC
533,I am concerned about pacing myself with my work well this semester. ,PC,NA,NC
541,Being able to balance the college workload with my other high school senior responsibilities.,PC,NA,NC
235,Being on schedule and reviewing before a test in time,PC,NA,NC
122,I am concerned about my ability to effectively manage my time so that I study enough to understand all the material for exams.,PC,NA,NC
121,"I concerned that I will procrastinate again; however, I am going to try much harder this semester and get an A. ",PC,NA,NC
75,"I'm concerned about getting behind on my work. Since it's an online course, it's very easy to not look at the work for a while and forget about it.",PC,NA,NC
18,I'm playing on the soccer team this year so managing my time will be more important and may be a challenge for me.,PC,NA,NC
94,"Keeping up with work and live studio sessions, as this was a struggle last semester. ",PC,NA,NC
150,"My concern is that I will not have enough time to keep up with such a rigorous course and complete each homework assignment each week. But to combat that, I will make sure to keep up with due dates and hold myself accountable for the work I need to get done. ",AC,NA,NC
40,Nothing regarding like the formatting of it or being able to find content but maybe just personally how I will do with procrastination,PC,NA,NC
389,"Personally I would put NA, however in the back corner of my mind that monkey brain of mine loves to procrastinate. I would love to not do that, so I guess that would be my concern.",PC,"NA, the material from last course was more than exceptional.",NC
510,"I am most concern about remembering all the content and understanding the content in general because if I do not understand some part of the content at the beginning, I am afraid I will quickly fall behind. ",AC,"No, there is nothing I would like to mention.",NC
32,"I'm worried that out of my own bad habits I'm going to start cramming material which is something I don't want. I'm also slightly more concerned about taking the exams because compared to last semester there's one more, and since they make up 60% of my grade I'm paranoid.",PC,Not really,NC
243,"Not getting ahead on work concerns me, since I'm taking a research class and I don't want the work to accumulate. ",PC,There is nothing,NC
100,The final exam concerns me the most about taking this course as it lowered my grade drastically last semester. ,AC,I would like to know if there will be as many practice tests similar to the last semester. ,AC
564,absolutely the exams and tests; I do poorly under pressure,AC,"I live in Fulton County and also participate in orchestra.

Exam 1 date 2/15 overlaps with an important all-day event for orchestra (LGPE). 

Exam 3 date 4/5 overlaps with Spring Break for Fulton County, and is also my birthday.",TC
568,None im too smart,NC,I miss your voice greg please come back i need you,PC
292,NA,NC,"Regarding my individual needs, I have an unstable home environment. I've gone through the process of talking to the Dean of Students.",PC
313,I would like the MMLs to show up in the modules! Like they did for 1554QHS,TC,I would like the MMLs to show up in the modules! Like they did for 1554QHS,TC
555,"While I completed AP Calculus AB/BC last year, I am afraid I may have forgot the material, so I need refreshing for multi-variable Calculus.",AC,I am excited to learn the applications of multi-variable calculus and compare and contrast multi-variable calculus with my prior knowledge.,AC
409,"Maybe the fact that the tests are no-calculator, its a little daunting.",TC,"I am not the greatest with learning online as opposed to face-to-face, but nonetheless I am excited for this course and am ready to work hard!",PC
178,"I wonder when the difficulty jump will be, because I am aware that it seems to start simple but will get much harder.",AC,I dont have any unique individual needs.,NC
576,What concerns me the most is staying focused throughout the whole semester to understand the material as my other classes get difficult as well.,AC,I loved AP Calculus so I'm really looking forward to expand my knowledge on calculus even further.,NC
470,My biggest concern is not knowing all of the assignments or resources I need to utilize. It would be horrible if I found out I missed an assignment or an extra credit opprotunity.,AC,"I might not be able to attend live studio sessions because of after school hours, but I will try to watch all of the recordings.",PC
571,I just hope I can get a better grasp of concepts than I had last semester so that my grade can better reflect my capabilities.,AC,I struggled a lot last semester as there wasn't really peers I could turn towards for any sort of help as my school has very few people in this course and those people don't really help each other out.,AC
321,"My concerns include the heavy weight of the exams; however, with disciplined preparation, I believe it is possible to achieve success in this course!",AC,"I tend to get quite nervous before exams; however, I do my best to get help when needed/work my way through problems to get deep understanding of course materials. I believe course material is more spaced out as compared to linear; however, I believe the content is more rigorous, so I will need to ensure that I remain up-to-speed/ahead on all course content!",PC
599,"It's been a while since I've done any calculus, so I might be rusty on some skills.",AC,I think multivariable calculus will be a more advanced form of calculus that I learned in AP.,AC
466,My main concern in striving for a A in this class. I find that I struggle to learn something unless I view it in many different lenses (so the videos textbook and studio sessions will definitely help).,AC,I will be in India from Jan 20- Feb 3 and so I will be trying to get ahead in the early weeks of this course.,PC
407,"I'm just worried about learning everything well enough to apply it in later courses, but hopefully if I watch lectures and studios and do practice problems I won't have an issue with that.",AC,I'm looking forward to the extra credit practice problems.,AC
448,"Understanding concepts like partial derivatives, multiple integrals, and vector calculus can be difficult for me.

Second, the course may require a significant amount of computational work and problem solving, which can be time-consuming and challenging.",AC,I'm very interested in physics and this class will definitely help pursue my passion in that field.,PC
162,My biggest concern is my ability to learn the material and pace myself. This semester will be more hectic than last semester making it more difficult to dedicate time to learning the material. ,AC,I've learned a lot from the first segment of distance math in terms of what to expect with assignments and pacing so I'm not as worried about that this time around. One thing that I will be experiencing this semester is going to India for two weeks for a family event which may interfere with the course. ,PC
472,"Something that concerns me is how everything builds in this unit. Like if I don't understand one unit, then it'll snowball into other units not ending up too well. ",AC,"Math is somewhat of a struggle for me, but I'll try my best this semester!!",PC
508,I'm concerned with how it is based heavily on Calculus especially considering how difficult BC calculus was last year. I'm also scared that we will be expected to remember things from last year that I might not remember how to do. This course is also said to be covering more than Linear Algebra so it will go faster and I'm scared that I will get lost or confused or that it might go too fast for me. I think the breakdown of the Linear Algebra course really helped me so I am going to try to follow and trust the breakdown of this course as well. ,AC,"My impression of the course so far is pretty good. I've heard that it is less theoretical and thus less complicated than the linear algebra course. I am looking forward to solving more porblems instead of memorizing rules and definitions. I am a little overwhlemed by the amount of content we will cover but I believe that as we go through it, I'll be alright with the piece by piece.  ",AC
523,What concerns me the most about taking this course is the proximity of the exams in terms of time.,AC,My impression of the course so far is that it is a self-taught course. ,AC
200,My ability to stay focused and perform in an online setting.,AC,My main concern has been keeping up with the work and managing studying.,PC
144,I am most concerned about the exam questions matching the lesson coverage.,AC,I am impressed by the application of the concepts.,AC
515,I am concerned about the in-person exams and whether I will be prepared for them with plenty of practices. ,AC,I am someone who asks a lot of questions and needs clarifications! :),PC
272,"I am most concerned about getting behind like last semester and doing things the day they are due, so I am going to try and stay better on track this semester. I am also concerned about retaining all of the information for subsequent courses.",AC,I am very excited to see how linear algebra and multi build on each other and our understanding of mathematics. I am a little worried about taking the exams on different days but I have been talking to my facilitator and you.,AC
371,"I am concerned about falling behind the daily videos, as I struggled with this towards the end of last semester in Linear Algebra.",AC,"I believe that this course will be really fun/enjoyable, or at least more so than linear algebra as that was more conceptual and I enjoy being able to visualize the math functions",NC
495,"From my experience last semester, I felt very unprepared for the final and did not receive the grade that I wanted. Besides that, this course seems reasonable so far. ",AC,I have heard alot about MVC from prior friends who have already taken this course and it seems like a very interesting course. I was very proficient at calculus and want to learn more about the subject as a whole considering more variables. ,AC
230,"I am concerned about balancing the work needed for this course with other classes and extracurriculars. I have also heard that this course is more difficult than linear algebra, which worries me somewhat.",AC,I look forward to completing this course and learning about multivariable calculus.,NC
136,I am concerned about understanding the topic and receiving an A. ,AC,I may need some assistance at some point or will have questions later in the course. ,PC
55,"I am concerned with my ability to master the material on my own. I feel I can do well on the quizzes, but I feel less confident on the true and false questions. I sometimes have trouble with the theoretical questions.",AC,I really appreciate it when extra practice is posted for review before tests and exams.,AC
428,I have no concerns about this course. ,NC,Everything so far has been quite simple. I have no individual needs towards the course. ,AC
565,"Nothing, I'm mainly just excited since I enjoyed my first Calculus classes.",NC,All I've heard about the course is that if you enjoy calculus then you should do fine,AC
278,None.,NC,"At the moment, I do not have anything. ",NC
509,NA,NC,I am interested and looking forwards to learning calculus.,NC
188,N/A,NC,I am on the autism spectrum and in general require basic accommodations for testing (time and a half and a separate testing room). I don't quite know who to contact about this.,PC
141,I do not have any real concerns.,NC,I do not have any individual needs.,NC
596,NA,NC,I don't think I have any needs. I've taken Java script and now CS 1301 so I feel pretty confident in my knowledge of how programming works. ,AC
156,none,NC,I have no concerns.,NC
142,N/A,NC,"I have no extenuating circumstances for this course, but In general, I don't love online classes, and which there was more of an emphasis on the writing assignments instead of HW assignments. ",PC
76,I have no concerns about taking this course. ,NC,I have nothing to inform you about my personal needs or impressions. ,NC
21,NA,NC,"I heard that Linear Algebra was harder than Multivariable Calculus from multiple people, so I'm expecting Multi to be a little easier to grasp and understand than Linear algebra.",AC
406,NA,NC,I really like Linear Algebra; I am hoping to use the same studying and working ethics for this course.,AC
346,None.,NC,"Last year, I enjoyed AP Calculus AB/BC, and I am excited to continue enriching my knowledge of calculus.",AC
589,"I am concerned about how much of linear algebra content will be used in this course, That was not a good course for me.",OT,I am excited to begin this course! No other concerns.,NC
27,"I am a bit worried because due to my work, I miss many of the studio sessions and while I ant to complete the worksheets and watch the videos, I have trouble effectively checking my work. A centralized location with all of the studio worksheet answers would be very useful especially when I redo the worksheets to prepare for the final exam.",OT,I'm excited to start!,NC
404,"I have heard that MVC has a heavier workload than Linear Algebra. If this is true, I hope to manage my time wisely to get everything done in a punctual manner,",PC,"I am really excited to delve into this course. AP Calculus AB/BC has been my favorite high school class thus far, and I am looking forward to exploring the different concepts that MVC will expand on this semester.",AC
309,"In the end of my senior year of high school, balancing the rigor of this course with all of the other assignments I have due in my other classes, studying for AP tests, and getting ready for college will make this class challenging for me, but I am excited to take the class on as long as I maintain good, healthy study strategies.",PC,I believe all that would come up is just coordinating when to take exams with the other students at my school taking this class. I remember one of the exams had to be administered to my school a few days after it was to most other students. Organizing exam dates will be something I will need to be proactive about.,TC
591,I'm concerned about falling behind on assignments and not being able to catch up.,PC,"I often can't get notifications for my GT email to work, so I may miss some things.",TC
118,I worry about my procrastination habits.,PC,I think I will need additional resources regarding word problems and conceptual work because that was my weakest area in Linear Algebra.,AC
115,Keeping up with weekly work and avoiding procrastination.,PC,I think linear algebra has served as a good prerequisite to multivariable calc due to its applications in this spring course.,AC
544,I am a little concerned about falling behind the schedule and then having to rush to learn the concepts. I will try to maintain a consistent work session to ensure I perform my best however.,PC,I am enjoying the course so far and believe that if I need any help that I can access it easily through studio sessions and Piazza.,AC
80,"I think I am concerned about understanding the content and managing my time. I want to be able to fully understand each of the lessons, but I'm scared that I might not be able to. I'm also worried about finding the time to watch all the lessons and do adequate practice for each of them. ",PC,I don't think there's anything that I need from you specifically. I think I just have to learn to manage my time and get my assignments done to be successful in this class. ,PC
325,"I am concerned that I will get sidetracked by other things such as my IB exams and not give this course the attention it needs. However, I am currently preparing to make sure that does not happen. ",PC,I love the class!,NC
58,Right now I‚Äôve been sick with a fever since Friday last week so my main concern is not starting the semester already behind on work due to my illness.,PC,NA,NC
AC80,Not having a textbook to reference practice,AC,Hopefully it is less memorization than linear algebra,AC
6NC8,"I'm still trying to see the TEAMS channel, but other than that, maybe that I need to refresh some of the Calculus skills and angle identities...",AC,NA,NC
376,I'm most concerned about the fact that our exams are 60% of our grade. This feels like a lot of pressure to put on a few tests.,AC,NA,NC
NC70,"I wasn't the biggest fan of AP Physics I (it was very difficult for me and I couldn't understand the concepts) and from the videos I've seen so far, this course reminds me of physics. When I took physics I was a sophomore and I'm a senior now who understands more math, but I'm still a little scared that I won't understand some stuff.

I'm also worried this course will be harder than linear algebra.",AC,NA,NC
544,Time management throughout this course.,PC,NA,NC
495,"Time management is my biggest concern, as well as stress. I'm hoping that I'm able to grasp the concepts in a timely manner, since geometric interpretation and thinking in 3 dimensions wasn't my strongest suit in previous years. I also hope I don't become overwhelmed with work and studying for this class.",PC,NA,NC
57AC,Time management,PC,NA,NC
5NCAC,The thing that most concerns me is the exam dates and shaping various extracurriculars around them.,AC,NA,NC
377,"The only thing that concerns me is the online nature of the course, which might make it harder for me to keep up with things because I won't be reminded of this class as much as I'm used to for other classes. Hopefully making a calendar will help.¬†",AC,NA,NC
NC88,"The only concern is that I will forget about assignments being due, but I plan on using an agenda to keep up with them.",AC,"I do not have any specific needs for the course so far, but I will email if I do.",NC
40AC,Pacing myself and practicing enough for the exams.,PC,NA,NC
8AC,"Not falling behind, because the weeks begin to stack on top of one another.",AC,NA,NC
379,Not falling behind and doing well on the exams.,AC,NA,NC
78,My only concern is my time management with the course and how to keep up with the class pace without haven fallen behind with the videos and assignments.,PC,N/A,NC
590,My only concern is hoping to pace myself and not get behind on work since it's online.,PC,NA,NC
67NC,"My nerves and staying on task. I feel like I understand the material but I let my nerves get the best of me which impacts how I do on my exams. Furthermore, sometimes my weeks are really busy and I don't get time to work on the assignments and have to rush them. I want to space out my time better.¬†",PC,NA,NC
3NC,"My main concern with taking this course is time management, as it is self-paced, but because all of the lecture videos are available, I believe this will not be a large problem.",PC,N/A,NC
NCAC9,"My main concern is the amount of time I will have to dedicate to this course as I will be more busy this year, so I will have to work to utilize my time more efficiently.",PC,"My impression of the course if very positive and gives me a good impression of the college experience overall, as it is much more structured than I anticipated.",NC
348,My main concern is meeting all deadlines and not being overwhelmed by the work. I feel like I can achieve this by working ahead at the start to give myself a buffer and avoid falling behind.,PC,N/A,NC
NC8AC,My main concern is keeping motivation for the course and keeping myself on track so I don't have too much last minute work.,PC,NA,NC
AC69,Managing my timing properly since I didn't last semester.,PC,I got sick a lot last semester and hopefully I don't¬† during this one but I may have to ask to reschedule exams again due to sickness or swimming.,PC
70NC,"Managing my time, though I believe last semester prepared me well.",PC,N/A,NC
NCACAC,Just staying on pace and working through it this semester with Ramadan and exam season.,PC,"I am going to try to stay on track and work ahead of time, especially when March/Ramadan comes around, but I am not home from 7-NCAC AM that entire month and may need extensions or extra help for which I will reach out.",PC
49,"Just commitment on my side of things, and I need to stop procrastinating to such an extreme level",PC,NA,NC
333,"In general I think it is getting behind due to load from mainly other classes as this class is decently balanced and I can get ahead if needed, but when it comes to studying for exams it is a bit more stressful.",PC,The course seems pretty good so far and seems like there will be many real life applications which I am excited for.,NC
89,I'm worried about getting behind on the lecture videos and homework.,PC,NA,NC
694,I'm worried about falling behind when the weeks start to overlap more.,PC,Another student and I have a conflict with the final exam for a band trip that has been scheduled since August.,PC
3AC,"I'm concerned because I'm a terrible procrastinator, which makes me hard to complete the assignments in time or get a good grade on the exams.¬†",PC,"It is hard to manage my time taking this course on online, and even though I was aware of that fact, I'm still struggling.¬†",PC
ACNC3,I'm concerned about the workload and time management.,PC,NA,NC
7NC7,"I worry about my ability to time manage this course well. Last semester, it was difficult for me to keep on track with the weekly content. I plan on managing my time better this semester and trying to keep on track. I do not want to get overwhelmed like last semester. I also worry about how the new grade weights for our assignments will affect us as there is another exam than last semester. I hope I can perform well for this last semester.",PC,NA,NC
4NC4,I want to make sure I am on top of deadlines. I need to ensure that I sync my Canvas calendar with my google calendar.,PC,Looking forward to learning from you Dr. Mayer. Appreciate all of your support this semester and last.,NC
NC00,"I think my biggest concern is time management. Last semester, I did a really terrible job of managing my time because I was busy with college applications and other things. It was easy for me to forget about this class sometimes because of its asynchronous nature. I am really, really, really making sure that I manage my time well enough so that I can dedicate enough time to this class to not only pass but to really engage with the content (if that makes sense).",PC,"I think this is going to be a really fun class! I loved calculus last year, so I am excited to learn more. I've also seen multivariable calculus in some physics content, so I think this class will be very helpful for me as a future STEM major.",NC
60,I struggle to do my work on time for online courses.¬†,PC,N/A,NC
AC54,I just want to make sure I stay on task this semester and don‚Äôt put things off.,PC,N/A,NC
AC30,I hope I don't get too burned out learning the advanced content that tends to be taught in this course.,PC,I think that the distance math program is very well managed and handled.,NC
64NC,"I feel pretty good about taking this course. I am a little concerned with the pace, but I plan to stay on top of my notes.",PC,NA,NC
343,"I feel like it moves really fast. I don't know if I am just building it up in my head and maybe this is the same speed things normally are, but things just appear to go very fast. It is a pretty big complicated subject so I get it, but it just concerns me. I want to be able to keep up.",PC,NA,NC
707,I am worried about getting overworked with my extraciricular schedule combined with GT Math.,PC,NA,NC
3NCNC,I am the most concerned about staying ahead of the material so that I am not rushed when completing any of the assignments.,PC,"I really like the extra practice that we receive sometimes, so if there are any opportunities like with the webwork or other assignments to do more problems and gain instant feedback, I would love to hear about and complete them.",AC
579,I am concerned about my pace. I hope to be a week ahead by spring break.,PC,None,NC
30NC,"Honestly, the anticipated course workload this spring semester concerns me the most. Since I am taking this course in addition to my high school AP courses, I am worried that the workload in this course might get heavy, especially in the middle of the semester, while my workload in my other classes intensifies as well. I'm worried about having to grind out more work and get everything done in due time.¬†",PC,NA,NC
55,Having to self-pace the work,PC,NA,NC
4AC9,"Because I did get a little lost in the middle of the last semester before recovering, I want to make sure I stay on track throughout the entirety of this course.",PC,NA,NC
ACAC4,"After last semester, my goal is to be more consistent with the live learning sessions and keep up with the lecture videos as my personal life becomes more hectic.¬†",PC,N/A,NC
AC76,"NC. Pacing myself with weekly videos

¬†",PC,NA,NC
440,"While I do not have major concerns, there are more exams in this course than linear algebra so I am a little worried about that.",AC,NA,NC
AC58,What most concerns me about taking this course is the difficulty of the exams. I heard from a friend that had previously taken this class that the exams were very difficult.,AC,N/A,NC
4AC7,What concerns me the most is just being able to prepare for the in person exams. But hopefully by doing the practice exams like I did last semester it will be fine.¬†,AC,NA,NC
NC8NC,"What concerns me the most about this course is how hard it will be, as I heard it is a challenging course.",AC,NA,NC
65AC,What concerns me most is I won't understand the concepts well enough.,AC,I currently have no individual needs or impressions of the course.¬†,NC
3NC0,Understanding all of the material and preparing enough about the exams.,AC,NA,NC
444,"Ultimately, my biggest concern is grading. Dr. Mayer mentioned in the welcome video that this course would be moving at a faster pace than the last semester of Distance Math (Linear Algebra NC554) and I was only able to make an average B in that course. I do not think I am at risk of making a lower grade in this course, but it would be good to bring my grade up to an A (especially given my plans to secure the Hope Scholarship and gain a secure understanding of this material for further courses that require it.)",AC,N/A,NC
NCACNC,"This semester, I'm concerned about my motivation and will to do coursework.¬†",PC,NA,NC
63AC,The workload.,PC,NA,NC
4AC5,The workload later into the year.,PC,NA,NC
486,"The only concern I have is time management for the beginning of the first semester, since I have lots of extracurriculars and projects due the first few months.",PC,na,NC
79,"The only concern I have is the difficulty of this course, but I did well in AP Calculus, so I believe I can handle the coursework.¬†",AC,NA,NC
NC74,The main thing that concerns me is that I will put things off like I did last semester.,PC,NA,NC
35AC,"The first unit seems to have a number of physics related aspects, which was a class I struggled in more than most.",AC,NA,NC
NC83,The Final Exam,AC,NA,NC
34AC,The exams since in linear algebra the practice exams didn't help with the final exam and I was forced to remember all the content that I had studied outside of the practice exams.¬†,AC,NA,NC
NC98,The exams and the true false questions. I'm definitely going to lock in extra hard conceptually i order to prepare for those.,AC,NA,NC
489,The exam dates overlapping with deadlines in AP Research,AC,Seems like we're picking right back up from where we left off in Calc BC,NC
594,The difficulty¬†,AC,None,NC
437,"The difficulty of the course is concerning as it is a college course, but I am confident in my ability to work hard and succeed.",AC,NA,NC
NC45,The change in lecturers,AC,NA,NC
AC5AC,"The biggest concern I have is falling behind on my assignments, but I plan to combat this with better time management.",AC,NA,NC
NCAC6,The biggest concern I have about this course is the exams because they count a lot toward my final grade.¬†,AC,N/A,NC
AC7NC,"The ability to accomplish an A

Will I be able to understand and use the knowledge I learned",AC,Thank you for answering my question with so much detail!,NC
98,Taking the exams.¬†,AC,NA,NC
563,Staying motivated through the end of senior year.,PC,NA,NC
387,"Sometimes, I get stressed out and forget what I've learned. I know the material, but I want to pace myself to avoid future stress.",AC,N/A,NC
99,Second semester of senior year is very busy! I have some concerns about time management but I think I will be okay.,PC,Nope!,NC
5ACNC,Remembering formulas,PC,"I have a concentration disorder that makes it difficult for me to learn, however I'm unable to set up a 504 plan.",PC
643,Remembering calculus.,PC,NA,NC
AC4,Remembering calculus concepts and learning new ones so quickly,PC,Seems good,NC
4AC6,Probably remembering all the concepts I learned in calculus well enough to really understand the content of this course.,PC,I am excited to take another calculus class (calculus has definitely been my favorite high school course) and learn further into the subject.¬†,NC
NC80,Probably just making sure I stay caught up.,PC,NA,NC
NC63,Potentially forgetting content from AP Calculus BC,PC,NA,NC
64,Peer support,AC,N/A,NC
NC7AC,Only concerns are staying on time and not procrastinating on assignments.,PC,"N/A, hopefully maybe as I get through the course lectures will be by Dr. Mayer instead.",NC
AC99,One of my concerns includes balancing this rigorous class with other classes at my school and extracurriculars.¬†,PC,NA,NC
506,One concern I have about this course is my ability to fully learn and comprehend all the material through an online format. This is my first online class and adjusting to this online class was difficult for me the first semester.,PC,NA,NC
60NC,not having enough additional resources,AC,NA,NC
5NC,NA - I was initially worried about losing motivation but that has disappeared as my friends and I hold each other accountable.,NC,NA,NC
AC43,"My only concern is prior knowledge needed for this course, as I need to touch up on any important Calculus concepts, but it can easily be addressed by just reviewing.",PC,N/A,NC
AC53,My one concern is this course conflicting with CS NC33NC as both classes are difficult and time-consuming and have their exams on the same days.,PC,N/A,NC
706,My most pressing concern is similar to last semester which is that I am unsure as to whether I will fall behind or have any confusing questions that will remain unanswered.,PC,"I am able to do all of the work that I need to do, but I might struggle with certain concepts and have to do personal research to find the answers I am looking for.¬†",PC
687,My GPA,PC,NA,NC
680,My final grade for this class.,PC,NA,NC
NCAC4,My biggest concern is not getting an A if I don‚Äôt do the extra credit.,AC,NA,NC
NC4NC,My biggest concern is not being prepared enough with True/False questions and Impossible/Possible questions that are on the exams.,AC,NA,NC
5AC3,Multivariable calculus is hard,PC,NA,NC
NC03,"Much of the material in the previous course was oftentimes hard to understand because it seemed like many formulas were pulled out of thin air. For me, that makes it extremely hard to understand what is going on.¬†",AC,"I would like some linked resources/videos or anything that takes me logically through a proof of many of the identities and formulas mentioned in the class. I was looking at the cross product formulas for example, and I have no clue how many of them came to exist, which makes it very hard for me to understand them.¬†",AC
AC74,Midterms/Exams,AC,NA,NC
395,Math,PC,NA,NC
NC59,"Many people told me that multivariable calculus is harder than linear algebra, which concerns me a little bit. I might need to change to my study schedule.¬†",PC,NA,NC
487,Making sure I am adequatley prepared for the exams.,PC,NA,NC
6AC3,losing focus and not doing work,PC,NA,NC
400,"Last year, I personally struggled with taking exams. I want to do better so that the grades I get can reflect the knowledge I have learned. I employ better study habits so I do not have to worry while taking exams.",PC,NA,NC
583,"Last semester, the workload was a lot sometimes, so I hope that I will be able to keep up better this semester.",PC,Nothing :),NC
6AC8,"Last semester, I didn't do as well as I expected on the final exam so, this semester, I will be focusing on doing really good on the final this time.¬†",PC,NA,NC
638,Lack of discussion of the material in person because there is no one else taking this class at my school.¬†,PC,Nothing,NC
685,Knowing if I will have enough resources to study for the exams.,AC,I enjoyed the availability of resources last semester in terms of practice tests and would like to see the same here.,AC
388,"It would probably be memorizing my material for the exams, since those are not open note.",PC,N/A,NC
6NC0,"In high school calculus, we only worked with minimal variables which made graphs easy to visualize. However, the only worry I have with the class is the ability to visualize the multivariable functions, as well as extend the ideas of differentiation and integration to multiple dimensions.",PC,"I must admit, linear algebra has been quite a journey for me. The abstract concepts and the depth of the material made it challenging, but I embraced the struggle and managed to grasp most of it. Now, as we delve into multivariable calculus, I can't help but feel a bit anxious. However, I hope to learn the most out of your teachings and look forward to the class.",PC
38,I'm worried about my comprehension of the material.,PC,N/A,NC
4NCNC,"I'm worried about getting stuck on an important concept and falling behind. I looked ahead to some of the later concepts, like triple integrals, and I'm concerned I won't be able to understand them.",PC,"The course seems pretty hard and involved, and I'm worried I won't have enough practice, which I benefit from immensely, for assessments. Practice is often the way where I internalize concepts and ideas.",PC
605,I'm not sure how much Calc BC I still remember after doing Linear Algebra last semester. It may take me some effort to remember calculus concepts.,PC,I enjoy the course and I think that it has the right balance of challenging and interesting while not overwhelming.,NC
ACNC7,"I'm not really sure what concerns I have; I'm taking a course at my school right now and I sometimes just struggle with understanding Lagrange multipliers and some topics, but hopefully everything will be explained in depth.",PC,N/A,NC
NC85,"I'm most worried about getting sick during the GT exam days, as that would likely dent my scores significantly. The only reason why is because I already have experience with the first and second final exam parts for Linear Algebra last semester... :(",PC,"If there's any way to shorten the videos doing so would be greatly appreciated, though that's if it doesn't take too much effort/time! Thank you!",PC
ACNC4,I'm most concerned about having a solid grasp of all the content by the time of the exam because in linear algebra I had to do alot of review for the final exam and it was a little difficult.,PC,N/A,NC
569,I'm just scared I'll end with a B but I will do my best to get to an A this time.¬†,PC,"It seems well-organized to me, like lin alg.¬†",NC
4AC4,I'm concerned that it's been a while since I've done any calculus and I might be behind (I can always review on my own!).¬†,AC,NA,NC
435,"I'm concerned about the content getting more difficult with each week, meaning it will take me longer to digest. This may cause me to get behind after several weeks.",PC,N/A,NC
368,"Im concerned about how much vectors are involved, and how much calculus will be genuinely utilized.¬†",AC,NA,NC
5NC0,I'm concerned about falling behind if I get sick.,PC,NA,NC
5AC7,I'm concerned about being able to fully grasp the content.,PC,NA,NC
4AC,I'm a little worried about multivariable calculus in general and understanding the concepts. It also seems as if there will be a lot more formulas in this class as compared to linear algebra so I'll really have to work on memorizing all of them.,PC,N/A,NC
635,I'm a little nervous because I'm not sure if I remember everything from my Calculus BC class from last year. So I might need to do some individual review to make sure I am ready for the new content that builds off of what I learned last year.,PC,I would like to know about the connection between this class to my last calculus class and what are the most important topics to review that we will build off of the most.,AC
